,timetweet,favcount,retwcount,id,name,text_clean,text_preprocessed,polarity_score,polarity
1724,2022-10-18 14:05:22,1,0,1582372268205756417,kominfo_lotim,yukkkk cek erita selengkapnya di wesite kami ya  xfxfxxnn,"['yukkkk', 'cek', 'erita', 'lengkap', 'wesite', 'ya', 'xfxfxxnn']",-1,negative
1725,2022-10-18 13:59:16,0,0,1582370731912220675,DecentralizedB5,ini game id judi erkedok hiuran yang di loloskan kominfo xfxfxxexexadxxexadxxexadxxexadxxexadx keren memang orangorang kominfon,"['game', 'id', 'judi', 'erkedok', 'hiuran', 'lolos', 'kominfo', 'xfxfxxexexadxxexadxxexadxxexadxxexadx', 'keren', 'orangorang', 'kominfon']",-2,negative
1727,2022-10-18 13:56:50,0,0,1582370120101662721,DecentralizedB5,xexadxxexadxxexadxxexadxxexadx kominfo kerenn,"['xexadxxexadxxexadxxexadxxexadx', 'kominfo', 'kerenn']",0,neutral
1728,2022-10-18 13:52:32,5,1,1582369036955893760,vita_AVP,ajakan  agar semua pihak  menjaga ruang digital indonesia spy isa digunakan utk komunikasi politik yang positif dengan tujuan akhir memangun demokrasi di indonesia yang leih aiknnnn,"['aja', 'jaga', 'ruang', 'digital', 'indonesia', 'spy', 'isa', 'utk', 'komunikasi', 'politik', 'positif', 'tuju', 'mangun', 'demokrasi', 'indonesia', 'leih', 'aiknnnn']",-3,negative
1729,2022-10-18 13:46:50,1,0,1582367605431889926,SydneyX5w,pelatihan dan kompetisi tik agi penyandang disailitas ini  di gelar oleh akti kominfo xfxfxxdnn n,"['latih', 'kompetisi', 'tik', 'agi', 'sandang', 'disailitas', 'gelar', 'akti', 'kominfo', 'xfxfxxdnn', 'n']",3,positive
1730,2022-10-18 13:46:20,0,0,1582367479724404736,DecentralizedB5,fitur id dong game judi erkedok hiuran yang di lindungi oleh kominfo platform terseut anyak menimulkan negative agi masyarakat pemunuhan pemegalan pencurian narkoa,"['fitur', 'id', 'game', 'judi', 'erkedok', 'hiuran', 'lindung', 'kominfo', 'platform', 'terseut', 'anyak', 'menimulkan', 'negative', 'agi', 'masyarakat', 'pemunuhan', 'pegal', 'curi', 'narkoa']",1,positive
1734,2022-10-18 13:42:18,2,0,1582366464803495942,SydneyX5w,kominfo pelatihan literasi digital guruxcxannpelatihan ini merupakan agian dari upaya pemerintah dlm meningkatkan literasi digital pada gurunn n,"['kominfo', 'latih', 'literasi', 'digital', 'guruxcxannpelatihan', 'agian', 'upaya', 'perintah', 'dlm', 'tingkat', 'literasi', 'digital', 'gurunn', 'n']",-1,negative
1735,2022-10-18 13:40:02,0,0,1582365894671728641,RevolusiAkhlak2,mantan staf ahli kominfo dimana menkominfo dari nasdemnmau ndak mau doi harus sesuai arahan nasdemnasik ya,"['mantan', 'staf', 'ahli', 'kominfo', 'mana', 'menkominfo', 'nasdemnmau', 'ndak', 'doi', 'sesuai', 'arah', 'nasdemnasik', 'ya']",-5,negative
1736,2022-10-18 13:37:19,0,0,1582365210253627392,SydneyX5w,kominfo menggelar pelatihan literasi digital pada sejumlah guru di kaupaten ende dan kaupaten nagekeo nusa tenggara timur nttnnnn,"['kominfo', 'gelar', 'latih', 'literasi', 'digital', 'guru', 'paten', 'ende', 'paten', 'nagekeo', 'nusa', 'tenggara', 'timur', 'nttnnnn']",6,positive
1737,2022-10-18 13:36:18,0,0,1582364952954036224,SydneyX5w,industri gim merupakan salah satu sektor ekonomi digital yang erkemang semasa pandemi covidxcxannnn,"['industri', 'gim', 'salah', 'sektor', 'ekonomi', 'digital', 'erkemang', 'pandemi', 'covidxcxannnn']",-9,negative
1739,2022-10-18 13:35:14,0,0,1582364685961396224,nymphsays_,u kominfo ku lm dimasukin ke grup xfxfxax,"['u', 'kominfo', 'ku', 'lm', 'dimasukin', 'grup', 'xfxfxax']",-4,negative
1740,2022-10-18 13:34:54,0,0,1582364601022545921,SydneyX5w,kominfo mengajak sektor swasta untuk kemangkan talenta digital guna mencetak tenaga ahlixcxannnn,"['kominfo', 'ajak', 'sektor', 'swasta', 'kemang', 'talenta', 'digital', 'cetak', 'tenaga', 'ahlixcxannnn']",8,positive
1741,2022-10-18 13:33:44,0,0,1582364308587302913,SydneyX5w,akti  kominfo menggelar pelatihan dan kompetisi teknologi informasi dan komunikasi tik agi penyandang disailitasxcxannnn,"['akti', 'kominfo', 'gelar', 'latih', 'kompetisi', 'teknologi', 'informasi', 'komunikasi', 'tik', 'agi', 'sandang', 'disailitasxcxannnn']",0,neutral
1742,2022-10-18 13:29:14,0,0,1582363176548827136,diskominfobatam,dalam unggahan terseut juga disertakan narasi ahwa eropa mengancam akan mengemargo indonesia karena memeli minyak mentah murah dari rusianninfo selengkapnya kunjungi wesite,"['unggah', 'terseut', 'serta', 'narasi', 'ahwa', 'eropa', 'ancam', 'mengemargo', 'indonesia', 'mel', 'minyak', 'mentah', 'murah', 'rusianninfo', 'lengkap', 'kunjung', 'wesite']",-6,negative
1743,2022-10-18 13:22:28,0,2,1582361470456987650,KamalLawyer70,jelang pemilu  kominfo uat gugus tugas penyapu hoaks di medsos,"['jelang', 'milu', 'kominfo', 'uat', 'gugus', 'tugas', 'sapu', 'hoaks', 'medsos']",-5,negative
1744,2022-10-18 13:20:06,0,0,1582360876635795456,kumparan,apaila terjadi pelanggaranpelanggaran ruang digital yang erkaitan dengan pemilu perlu dientuk satu satuan tugas khusus untuk mengawal ruang digital ucap johnny plate,"['apaila', 'pelanggaranpelanggaran', 'ruang', 'digital', 'erkaitan', 'milu', 'dientuk', 'satu', 'tugas', 'khusus', 'awal', 'ruang', 'digital', 'johnny', 'plate']",-5,negative
1745,2022-10-18 13:17:22,0,0,1582360187939483648,tb_aank,mantap kominfo dukung progamers isa menjadi profesi menjanjikann,"['mantap', 'kominfo', 'dukung', 'progamers', 'isa', 'profesi', 'menjanjikann']",9,positive
1746,2022-10-18 13:12:16,0,0,1582358906671550466,bemfmipaunri,hari ini dinas kominfo em fmipa unri akan kemali meneritkan teakan mipa atau yang dikenal dengan tema tema merupakan seuah hiuran erupa permainan teakteakan nnnah uat kamu yang lagi istirahat yuk pantengin ig story kita karena tema edisi  akan segera dimulai,"['dinas', 'kominfo', 'em', 'fmipa', 'unri', 'kemal', 'rit', 'teakan', 'mipa', 'kenal', 'tema', 'tema', 'seuah', 'hiuran', 'erupa', 'main', 'teakteakan', 'nnnah', 'uat', 'istirahat', 'yuk', 'pantengin', 'ig', 'story', 'tema', 'edisi']",3,positive
1747,2022-10-18 13:10:07,0,0,1582358366252601344,siryanto9,jtg  jawa timur ada madutv ada acara perpaduan radio dan tv semoga isa jadi percontohan yg isa di kemangkan atau di sempurnakan lagi xfxfxxfxfxfxfxxfxfxxfxfxfxxfxfxfxfxd sekedar info,"['jtg', 'jawa', 'timur', 'madutv', 'acara', 'padu', 'radio', 'tv', 'moga', 'isa', 'contoh', 'yg', 'isa', 'kemang', 'sempurna', 'xfxfxxfxfxfxfxxfxfxxfxfxfxxfxfxfxfxd', 'dar', 'info']",-2,negative
1750,2022-10-18 13:00:46,10,1,1582356010622066688,muspen_kominfo,kita ersamasama kenalan dengan apak usmar ismail main games kahoot areng dan menjadi hoax uster xfxfxxaxfxfxxaterima kasih sekali lagi untuk antusias nyaaxexdxaxefxxfnnkirakira akan ada pameran di mana lagi ya yuk komen di awah kota mana yang harus muspen datangi xfxfxaxa,"['ersamasama', 'kenal', 'apak', 'usmar', 'ismail', 'main', 'games', 'kahoot', 'areng', 'hoax', 'uster', 'xfxfxxaxfxfxxaterima', 'kasih', 'antusias', 'nyaaxexdxaxefxxfnnkirakira', 'pamer', 'ya', 'yuk', 'komen', 'awah', 'kota', 'muspen', 'datang', 'xfxfxaxa']",-4,negative
1751,2022-10-18 13:00:45,21,12,1582356005584715782,muspen_kominfo,terima kasih muspeners andung xfxfxaxxfxfxexnnpameran dalam rangka hari museum indonesia  lalu menorehkan egitu anyak kenangan untuk epenxfxfxaxa,"['terima', 'kasih', 'muspeners', 'andung', 'xfxfxaxxfxfxexnnpameran', 'rangka', 'museum', 'indonesia', 'toreh', 'egitu', 'anyak', 'kenang', 'epenxfxfxaxa']",5,positive
1753,2022-10-18 12:56:14,3,1,1582354868622151683,kominfo_jtg,oleh karena itu radio dan tv lokal yang terangkum dalam lemaga penyiaran pulik lokal lppl harus ikut ertransformasi mereka harus memiliki multi platform penyiaran tidak hanya siaran konvensional tapi juga media sosial,"['radio', 'tv', 'lokal', 'rangkum', 'laga', 'siar', 'pulik', 'lokal', 'lppl', 'ertransformasi', 'milik', 'multi', 'platform', 'siar', 'siar', 'konvensional', 'media', 'sosial']",5,positive
1754,2022-10-18 12:55:28,1,0,1582354679576436737,kominfo_jtg,hal ini disampaikan ganjar saat memuka mukernas ke  indonesia  di hotel griya persada andungan kaupaten semarangxcxa selasa nnmenurut  radio dan tv di daerah harus hadir ditengah anjir informasi yang didominasi media sosial,"['ganjar', 'muka', 'mukernas', 'indonesia', 'hotel', 'griya', 'persada', 'andungan', 'paten', 'semarangxcxa', 'selasa', 'nnmenurut', 'radio', 'tv', 'daerah', 'hadir', 'tengah', 'anjir', 'informasi', 'dominasi', 'media', 'sosial']",7,positive
1755,2022-10-18 12:54:44,10,3,1582354493429010432,kominfo_jtg,ketua umum   mengajak anggotanya menggaungkan erita aik dengan mengangkat cerita inspiratif lokal ini dilakukan untuk memperkuat posisi radio dan tv daerah dalam menangkal hoax dan memenangkan hati pemirsa,"['ketua', 'ajak', 'anggota', 'gaung', 'erita', 'aik', 'angkat', 'cerita', 'inspiratif', 'lokal', 'kuat', 'posisi', 'radio', 'tv', 'daerah', 'tangkal', 'hoax', 'menang', 'hati', 'pirsa']",-11,negative
1756,2022-10-18 12:54:15,0,0,1582354372784451584,mustovtwit,kalo isa ndiapus aja masnitu hoaxn,"['kalo', 'isa', 'ndiapus', 'aja', 'masnitu', 'hoaxn']",1,positive
1775,2022-10-18 12:38:15,0,1,1582350344188661761,adjidjawa,ingat ya soat ijaklah dalam menggunakan teknologi dan erinformasinnsaring seelum sharingnncek fakta dan erita laxexxa,"['ya', 'soat', 'ijaklah', 'teknologi', 'erinformasinnsaring', 'seelum', 'sharingnncek', 'fakta', 'erita', 'laxexxa']",1,positive
1776,2022-10-18 12:36:37,0,0,1582349935391145985,bpjkalongan,sahaat npekerjaan pemeliharaan rutin ruas keonagung  kesesi  ts ka pemalangnn n n njtg,"['sahaat', 'npekerjaan', 'pelihara', 'rutin', 'ruas', 'keonagung', 'sesi', 'ts', 'ka', 'pemalangnn', 'n', 'n', 'njtg']",3,positive
1778,2022-10-18 12:35:40,0,0,1582349693568548869,bpjkalongan,sahaat npekerjaan pemeliharaan rutin ruas wiradesa  kaliening  ts ka anjarnegarann n n njtg,"['sahaat', 'npekerjaan', 'pelihara', 'rutin', 'ruas', 'wiradesa', 'kaliening', 'ts', 'ka', 'anjarnegarann', 'n', 'n', 'njtg']",3,positive
1803,2022-10-18 12:27:15,0,0,1582347578611757056,tualang,seringsering pak sidaknya kegiatan serupa seharusnya juga dilakukan klaten  klt,"['seringsering', 'sidaknya', 'giat', 'klaten', 'klt']",0,neutral
1804,2022-10-18 12:25:03,0,0,1582347023311077376,RupbasanBlitar,hay soat  nnkarupasan litar erkolaorasi dengan dinas kominfo kaupaten litar adakan imingan teknis pengemangan teknologi informasi dalam idang pengelolaan asan dan aran ertempat di aula sera guna rupasan kelas ii litar pada selasa  oktoer,"['hay', 'soat', 'nnkarupasan', 'litar', 'erkolaorasi', 'dinas', 'kominfo', 'paten', 'litar', 'adakan', 'imingan', 'teknis', 'emang', 'teknologi', 'informasi', 'idang', 'kelola', 'asan', 'aran', 'ertempat', 'aula', 'sera', 'rupasan', 'kelas', 'ii', 'litar', 'selasa', 'oktoer']",-3,negative
1805,2022-10-18 12:24:07,0,0,1582346787024605184,arnoldagung,kominfo mana ada natal isa maju jd  desemer xfxfxxad,"['kominfo', 'natal', 'isa', 'maju', 'jd', 'desemer', 'xfxfxxad']",1,positive
1808,2022-10-18 12:08:15,1,0,1582342795595255808,diskominfolutim,xfxdxxexfxdxxaaxfxdxxxfxdxxaxfxdxxexfxdxxxfxdxxaxfxdxxae xfxdxxxfxdxxxfxdxxxfxdxxexfxdxxaxfxdxxe xfxdxxxfxdxxaxfxdxxaxfxdxxxfxdxxaxfxdxxaxfxdxxexfxdxxaxfxdxxxfxdxxa xfxdxxxfxdxxxfxdxx xfxdxxfxfxdxxaxfxdxxaxfxdxxaxfxdxxaxfxdxxe xfxdxxfxfxdxxexfxdxxaxfxdxxaaxfxdxxa xfxdxxexfxdxxaxfxdxxaxfxdxxxfxdxxaxfxdxxexfxdxxcxfxdxxaaxfxdxxa xfxdxxexfxdxxaxfxdxxaxfxdxxexfxdxxxfxdxxaxfxdxxexfxdxxaxfxdxxxfxdxxaxfxdxxe xfxdxxxfxdxxcxfxdxxcxfxdxxdxfxdxxxfxdxxfxfxdxxnnaca di xfxfxx,"['xfxdxxexfxdxxaaxfxdxxxfxdxxaxfxdxxexfxdxxxfxdxxaxfxdxxae', 'xfxdxxxfxdxxxfxdxxxfxdxxexfxdxxaxfxdxxe', 'xfxdxxxfxdxxaxfxdxxaxfxdxxxfxdxxaxfxdxxaxfxdxxexfxdxxaxfxdxxxfxdxxa', 'xfxdxxxfxdxxxfxdxx', 'xfxdxxfxfxdxxaxfxdxxaxfxdxxaxfxdxxaxfxdxxe', 'xfxdxxfxfxdxxexfxdxxaxfxdxxaaxfxdxxa', 'xfxdxxexfxdxxaxfxdxxaxfxdxxxfxdxxaxfxdxxexfxdxxcxfxdxxaaxfxdxxa', 'xfxdxxexfxdxxaxfxdxxaxfxdxxexfxdxxxfxdxxaxfxdxxexfxdxxaxfxdxxxfxdxxaxfxdxxe', 'xfxdxxxfxdxxcxfxdxxcxfxdxxdxfxdxxxfxdxxfxfxdxxnnaca', 'xfxfxx']",0,neutral
1810,2022-10-18 12:02:52,0,0,1582341439329271808,tb_aank,data peta ekosistem industri game indonesia  hasil rilis kominfo dan nico partners menunjukkan jumlah pemain gim indonesia mencapai total angka di atas  juta orang dengan rincian  juta moile gamers dan  juta pc gamers n,"['data', 'peta', 'ekosistem', 'industri', 'game', 'indonesia', 'hasil', 'rilis', 'kominfo', 'nico', 'partners', 'main', 'gim', 'indonesia', 'capai', 'total', 'angka', 'juta', 'orang', 'rincian', 'juta', 'moile', 'gamers', 'juta', 'pc', 'gamers', 'n']",10,positive
1811,2022-10-18 12:01:24,0,0,1582341069362327552,tb_aank,topang ekonomi digital kominfo dukung pengemangan industri gimnnsalah satu sektor ekonomi digital yang erkemang semasa pandemi covid adalah industri gim,"['topang', 'ekonomi', 'digital', 'kominfo', 'dukung', 'emang', 'industri', 'gimnnsalah', 'sektor', 'ekonomi', 'digital', 'erkemang', 'pandemi', 'covid', 'industri', 'gim']",-1,negative
1812,2022-10-18 12:00:33,1,0,1582340855171805184,diskominfolutim,xfxdxxexfxdxxaaxfxdxxxfxdxxaxfxdxxexfxdxxxfxdxxaxfxdxxae xfxdxxxfxdxxxfxdxxaxfxdxxxfxdxxa xfxdxxexfxdxxaxfxdxxaxfxdxxaaxfxdxx xfxdxxexfxdxxaxfxdxxxfxdxxaxfxdxxaxfxdxxdxfxdxxaxfxdxxaxfxdxxxfxdxxaxfxdxxa xfxdxxcxfxdxxcxfxdxxxfxdxxa xfxdxxfxfxdxxaxfxdxxaxfxdxxaxfxdxxexfxdxxxfxdxxxfxdxxa xfxdxxxfxdxxaxfxdxxaxfxdxxxfxdxxaxfxdxxcxfxdxxxfxdxxdxfxdxxxfxdxxa xfxdxxexfxdxxaxfxdxxaaxfxdxxaxfxdxxaxfxdxxexfxdxxaxfxdxxc xfxdxxxfxdxxxfxdxxa xfxdxxxfxdxxexfxdxxafxfxdxxe xfxdxxdxfxdxxaaxfxdxxaxfxdxxaaxfxdxxannaca di xfxfxx,"['xfxdxxexfxdxxaaxfxdxxxfxdxxaxfxdxxexfxdxxxfxdxxaxfxdxxae', 'xfxdxxxfxdxxxfxdxxaxfxdxxxfxdxxa', 'xfxdxxexfxdxxaxfxdxxaxfxdxxaaxfxdxx', 'xfxdxxexfxdxxaxfxdxxxfxdxxaxfxdxxaxfxdxxdxfxdxxaxfxdxxaxfxdxxxfxdxxaxfxdxxa', 'xfxdxxcxfxdxxcxfxdxxxfxdxxa', 'xfxdxxfxfxdxxaxfxdxxaxfxdxxaxfxdxxexfxdxxxfxdxxxfxdxxa', 'xfxdxxxfxdxxaxfxdxxaxfxdxxxfxdxxaxfxdxxcxfxdxxxfxdxxdxfxdxxxfxdxxa', 'xfxdxxexfxdxxaxfxdxxaaxfxdxxaxfxdxxaxfxdxxexfxdxxaxfxdxxc', 'xfxdxxxfxdxxxfxdxxa', 'xfxdxxxfxdxxexfxdxxafxfxdxxe', 'xfxdxxdxfxdxxaaxfxdxxaxfxdxxaaxfxdxxannaca', 'xfxfxx']",0,neutral
1814,2022-10-18 11:59:28,0,0,1582340582827241472,misterx51683534,emang orang kominfo ngerti teknologi modern v,"['emang', 'orang', 'kominfo', 'ngerti', 'teknologi', 'modern', 'v']",3,positive
1816,2022-10-18 11:58:10,0,27,1582340258557210624,Amara_Mu,wisnu cloud makin masif menteri johnny ingatkan soal keamanan datannkeamanan data menurut menteri kominfo johnny g plate akanxexxa,"['wisnu', 'cloud', 'masif', 'menteri', 'johnny', 'ingat', 'aman', 'datannkeamanan', 'data', 'menteri', 'kominfo', 'johnny', 'g', 'plate', 'akanxexxa']",-5,negative
1817,2022-10-18 11:57:15,4,0,1582340024817029120,Dahef6,zaman an seingat sy ada lkir loma karya ilmiah remaja ada apreasiasi semisal cerdas cermat p dllnmungkinkah kominfo mewajikan tv swasta menyiarkan acara yg mendiddik ukan gosip dan hiuran ajanmisal  komersil dan  edukasi,"['zaman', 'an', 'sy', 'lkir', 'loma', 'karya', 'ilmiah', 'remaja', 'apreasiasi', 'cerdas', 'cermat', 'p', 'dllnmungkinkah', 'kominfo', 'wajik', 'tv', 'swasta', 'siar', 'acara', 'yg', 'mendiddik', 'ukan', 'gosip', 'hiuran', 'ajanmisal', 'komersil', 'edukasi']",-4,negative
1819,2022-10-18 11:55:56,0,1,1582339694951792640,dwioktariyadi,kominfo yang justru harus aktif karena dia penguasa frekuensi,"['kominfo', 'aktif', 'kuasa', 'frekuensi']",2,positive
1820,2022-10-18 11:55:49,0,3,1582339664618610688,Aryprasetyo85,menkominfo  nkompetisi seagai wujud inklusi digital  nnxexxcpemerdayaan digital memiliki arti penting ditengahxexxa,"['menkominfo', 'nkompetisi', 'aga', 'wujud', 'inklusi', 'digital', 'nnxexxcpemerdayaan', 'digital', 'milik', 'arti', 'ditengahxexxa']",4,positive
1824,2022-10-18 11:50:45,0,0,1582338388971368448,ades_nirmala,kominfo ismillah jawaannya  n muspeners  juni nnyuk ikutann n n nnn n,"['kominfo', 'ismillah', 'jawaannya', 'n', 'muspeners', 'juni', 'nnyuk', 'ikutann', 'n', 'n', 'nnn', 'n']",0,neutral
1825,2022-10-18 11:50:32,1,0,1582338335812751360,Yuzsni7,jtg     gak isa ke arah jogja dri ajiarang,"['jtg', 'gak', 'isa', 'arah', 'jogja', 'dri', 'ajiarang']",-3,negative
1826,2022-10-18 11:37:07,0,0,1582334962065231872,MangJamet,kominfo gelar pelatihan literasi digital guru di ende nnkereenn ende  n,"['kominfo', 'gelar', 'latih', 'literasi', 'digital', 'guru', 'ende', 'nnkereenn', 'ende', 'n']",6,positive
1827,2022-10-18 11:35:11,0,21,1582334472568983553,ma2nwedung,ogota  sapi ne wong mexico ikuuukatrok tenan miye diposting anjir nok jemer saiki litarohh cileknhxexxa,"['ogota', 'sapi', 'ne', 'mexico', 'ikuuukatrok', 'tenan', 'miye', 'diposting', 'anjir', 'nok', 'jemer', 'saiki', 'litarohh', 'cileknhxexxa']",-5,negative
1832,2022-10-18 11:32:05,0,0,1582333695297753088,beritajatimcom,mengenal set top ox alat antu untuk tv analognntahun  ini kominfo menerapkan keijakannya untuk mengalihkan siaran tv analog ke tv digital atau analog switch off keijakan ini  ikuti kami di googlexexxa    via,"['kenal', 'set', 'top', 'ox', 'alat', 'antu', 'tv', 'analognntahun', 'kominfo', 'terap', 'keijakannya', 'alih', 'siar', 'tv', 'analog', 'tv', 'digital', 'analog', 'switch', 'off', 'keijakan', 'ikut', 'googlexexxa', 'via']",3,positive
1834,2022-10-18 11:26:30,0,0,1582332288947621888,kangsetrom,kerjasama telkomsel ma kominfo nih,"['kerjasama', 'telkomsel', 'ma', 'kominfo', 'nih']",3,positive
1835,2022-10-18 11:22:35,0,1,1582331303978229760,SydneyX5w,kemkominfo terus melakukan upaya pemerataan akses infrastruktur digital dan menerapkan inklusi digitalxcxaxcxasetidaknya dua tahxexxa,"['kemkominfo', 'upaya', 'perata', 'akses', 'infrastruktur', 'digital', 'terap', 'inklusi', 'digitalxcxaxcxasetidaknya', 'tahxexxa']",1,positive
1839,2022-10-18 11:10:53,0,0,1582328358305951744,will_hendrawan,internet  sudah mati selama  hari padahal aru pasang tgl  okt complain lewat dm dan email cs hasilnya cuma disuruh tunggu dan dicuekin kalo tiap hari diperlakukan spt inicustomer oleh marah nggak     masid,"['internet', 'mati', 'aru', 'pasang', 'tgl', 'okt', 'complain', 'dm', 'email', 'cs', 'hasil', 'suruh', 'tunggu', 'dicuekin', 'kalo', 'laku', 'spt', 'inicustomer', 'marah', 'nggak', 'masid']",-8,negative
1842,2022-10-18 11:05:47,0,0,1582327076518252544,tb_aank,setiap dua tahun sekali adan aksesiilitas telekomunikasi dan informasi akti kementerian kominfo menggelar pelatihan dan kompetisi teknologi informasi dan komunikasi tik agi penyandang disailitasnn,"['adan', 'aksesiilitas', 'telekomunikasi', 'informasi', 'akti', 'menteri', 'kominfo', 'gelar', 'latih', 'kompetisi', 'teknologi', 'informasi', 'komunikasi', 'tik', 'agi', 'sandang', 'disailitasnn']",-1,negative
1843,2022-10-18 10:56:52,0,1,1582324832615600128,DitjenAptika,kamu juga isa cek daftar psre ini di wesite  atau di  nnn,"['isa', 'cek', 'daftar', 'psre', 'wesite', 'nnn']",-6,negative
1844,2022-10-18 10:56:52,0,0,1582324830212280321,DitjenAptika,kalau di minggu lalu  sudah elajar tentang penyelenggara sertifikasi elektronik psre sekarang saatnya cari tahu siapa saja psre yang sudah mendapatkan pengakuan kominfonnselengkapnya simak pada gamar ya,"['minggu', 'elajar', 'selenggara', 'sertifikasi', 'elektronik', 'psre', 'cari', 'psre', 'aku', 'kominfonnselengkapnya', 'simak', 'gamar', 'ya']",3,positive
1877,2022-10-18 10:38:07,0,2,1582320113256402944,aaxoposisi,carpets ini kan online kominfo isa dengan mudah lokir,"['carpets', 'online', 'kominfo', 'isa', 'mudah', 'lokir']",3,positive
1878,2022-10-18 10:36:11,0,0,1582319627493085184,idntimes,peserta pelatihan akan dapat sertifikat untuk melamar kerja,"['serta', 'latih', 'sertifikat', 'lamar', 'kerja']",5,positive
1879,2022-10-18 10:34:03,0,0,1582319090911567872,KATADATAcoid,kejagung menemukan dugaan pelanggaran hukum soal proyek pemangunan menara internet namun ini masih diselidiki apa kata kominfo,"['jagung', 'temu', 'duga', 'langgar', 'hukum', 'proyek', 'mangun', 'menara', 'internet', 'selidik', 'kominfo']",3,positive
1880,2022-10-18 10:28:57,0,0,1582317804535296001,Achmadbinyahya1,si yakut penganut agama nusantara,"['si', 'yakut', 'anut', 'agama', 'nusantara']",-4,negative
1881,2022-10-18 10:28:08,0,1,1582317601078013952,NyaiiBubu,anyaknya situs porno di internet yg merusak kehidupan angsa kita seharusnya kominfo lokir dan peranyak sixexxa,"['anyak', 'situs', 'porno', 'internet', 'yg', 'rusak', 'hidup', 'angsa', 'kominfo', 'lokir', 'anyak', 'sixexxa']",-8,negative
1882,2022-10-18 10:22:13,0,0,1582316111307018242,keijikotarou,tim journaling krn nanti kominfo tau my iggest secret xfxfxx,"['tim', 'journaling', 'krn', 'kominfo', 'tau', 'my', 'iggest', 'secret', 'xfxfxx']",-8,negative
1883,2022-10-18 10:20:56,0,4,1582315787196383233,ASN_Kominfo,presiden  melantik anggota dewan pengawas dan anggota adan pelaksana adan pengelola keuangan haji pkh periode xexxa,"['presiden', 'lantik', 'anggota', 'dewan', 'awas', 'anggota', 'adan', 'laksana', 'adan', 'kelola', 'uang', 'haji', 'pkh', 'periode', 'xexxa']",-2,negative
1884,2022-10-18 10:20:50,0,16,1582315763150442497,ASN_Kominfo,presiden  dan presiden fifa gianni infantino melakukan keterangan pers ersama di istana merdeka jakarta selasa xexxa,"['presiden', 'presiden', 'fifa', 'gianni', 'infantino', 'terang', 'pers', 'ersama', 'istana', 'merdeka', 'jakarta', 'selasa', 'xexxa']",5,positive
1885,2022-10-18 10:20:32,0,64,1582315688932171776,ASN_Kominfo,presiden  menerima presiden federasi sepak ola internasional fifa gianni infantino selasa  di istanaxexxa,"['presiden', 'terima', 'presiden', 'federasi', 'sepak', 'ola', 'internasional', 'fifa', 'gianni', 'infantino', 'selasa', 'istanaxexxa']",8,positive
1886,2022-10-18 10:20:22,0,151,1582315646611619840,ASN_Kominfo,melantik dan mengamil sumpah jaatan tujuh anggota dewan pengawas adan pengelola keuangan haji pkh dan dan tujuh anggota xexxa,"['lantik', 'amil', 'sumpah', 'jaat', 'tujuh', 'anggota', 'dewan', 'awas', 'adan', 'kelola', 'uang', 'haji', 'pkh', 'tujuh', 'anggota', 'xexxa']",-8,negative
1887,2022-10-18 10:20:12,0,380,1582315603733274624,ASN_Kominfo,presiden  dan presiden fifa gianni infantino sepakat ahwa sepak ola indonesia harus dienahi secara menyeluruhxexxa,"['presiden', 'presiden', 'fifa', 'gianni', 'infantino', 'sepakat', 'ahwa', 'sepak', 'ola', 'indonesia', 'dienahi', 'menyeluruhxexxa']",7,positive
1888,2022-10-18 10:20:08,0,51,1582315584661831681,ASN_Kominfo,pernyataan pers presiden  pada pernyataan pers ersama presiden ri dan presiden fifa gianni infantino  oktoer xexxa,"['nyata', 'pers', 'presiden', 'nyata', 'pers', 'ersama', 'presiden', 'ri', 'presiden', 'fifa', 'gianni', 'infantino', 'oktoer', 'xexxa']",13,positive
1889,2022-10-18 10:17:17,0,0,1582314868644139008,fauziah_sifa28,dukung pengemangan industri gim indonesia kominfo topang ekonomi digital xfxfxxaxfxfxxaxfxfxxann n,"['dukung', 'emang', 'industri', 'gim', 'indonesia', 'kominfo', 'topang', 'ekonomi', 'digital', 'xfxfxxaxfxfxxaxfxfxxann', 'n']",4,positive
1892,2022-10-18 10:03:21,0,0,1582311362336018432,Sinarlampung1,kominfo anten tunjuk moch ojat sudrajat jadi tenaga ahli sesuai kompetensi,"['kominfo', 'anten', 'moch', 'ojat', 'sudrajat', 'tenaga', 'ahli', 'sesuai', 'kompetensi']",9,positive
1893,2022-10-18 10:00:25,0,1,1582310624133931010,CryptoKuta,kadis kominfo kaupaten endesupriyanto nnxexxcpemerintah harus erkolaorasi dengan masyarakat dan stakeholder lainnya agar nxexxa,"['kad', 'kominfo', 'paten', 'endesupriyanto', 'nnxexxcpemerintah', 'erkolaorasi', 'masyarakat', 'stakeholder', 'nxexxa']",0,neutral
1894,2022-10-18 10:00:15,1,1,1582310581712797696,CryptoKuta,kadis kominfo kaupaten endesupriyanto nnxexxcpemerintah harus erkolaorasi dengan masyarakat dan stakeholder lainnya agar nilai nilai keenaran dan etika dapat dijalankan tanpa meninggalkan nilai nilai udaya dalam menggunakan teknologi digitalxexxdnn,"['kad', 'kominfo', 'paten', 'endesupriyanto', 'nnxexxcpemerintah', 'erkolaorasi', 'masyarakat', 'stakeholder', 'nilai', 'nilai', 'keenaran', 'etika', 'jalan', 'tinggal', 'nilai', 'nilai', 'udaya', 'teknologi', 'digitalxexxdnn']",18,positive
